22.947097	113.679983	1	1	1
22.577792	113.966524	2	2	2
23.192458	113.347272	3	3	3
23.255965	113.31875	3	3	3
23.143373	113.376315	3	3	3
23.28528	113.651842	1	1	1
23.099259	113.488909	3	3	3
23.192462	113.34726	3	3	3
22.548889	113.955368	2	2	2
23.178845	113.358177	3	3	3
23.054911	113.768888	1	1	1
23.053426	113.761634	1	1	1
23.054769	113.65272	1	1	1
22.92814	114.081898	1	1	1
23.146943	113.305001	3	3	3
23.025829	113.317362	3	3	3
23.012667	113.839206	1	1	1
22.574867	113.920188	2	2	2
23.262722	113.29603	3	3	3
23.216283	113.29179	3	3	3
22.724052	113.922057	2	2	2
23.025831	113.31738	3	3	3
23.141684	113.262137	3	3	3
23.173014	113.320705	3	3	3
23.187008	113.257642	3	3	3
23.10714	113.301889	3	3	3
22.667339	114.007186	2	2	2
23.129688	113.409023	3	3	3
22.799744	113.782606	2	2	2
23.125731	113.402306	3	3	3
23.089162	112.882467	3	3	3
23.13759	113.381757	3	3	3
22.935859	113.683234	1	1	1
23.099656	113.487402	3	3	3
23.039077	113.133736	3	3	3
22.640977	114.061072	2	2	2
22.698914	113.818848	2	2	2
22.699085	113.79328	2	2	2
22.630761	114.088349	2	2	2
22.736419	114.275272	2	2	2
23.166269	113.21411	3	3	3
23.026671	113.314161	3	3	3
22.605016	114.134612	2	2	2
22.55258	114.131064	2	2	2
22.551065	113.906415	2	2	2
23.258526	113.320772	3	3	3
23.201831	113.329844	3	3	3
22.55234	114.004208	2	2	2
23.127808	113.268909	3	3	3
22.963677	113.668272	1	1	1
22.546424	114.091551	2	2	2
23.027282	113.321826	3	3	3
22.649465	114.046196	2	2	2
23.013316	113.764039	1	1	1
22.786188	113.89986	2	2	2
22.631265	114.088053	2	2	2
22.59321	113.997232	2	2	2
22.646966	114.054897	2	2	2
22.537631	113.921206	2	2	2
22.945963	113.378949	3	3	3
22.572454	113.900611	2	2	2
23.138201	113.305131	3	3	3
23.125711	113.266843	3	3	3
22.921069	114.011611	1	1	1
23.085993	113.286892	3	3	3
23.201472	113.328149	3	3	3
23.107633	113.934697	1	1	1
23.05819	113.382202	3	3	3
22.631295	114.088048	2	2	2
23.04938	113.170711	3	3	3
22.832066	113.717908	2	2	2
22.746146	113.845129	2	2	2
22.695229	114.235036	2	2	2
23.023983	113.113357	3	3	3
23.025897	113.317272	3	3	3
22.559031	114.133815	2	2	2
23.134029	113.380696	3	3	3
22.979376	113.359597	3	3	3
22.617332	114.046699	2	2	2
23.110206	113.840149	1	1	1
23.467117	113.36579	4	4	3
22.661854	114.02758	2	2	2
22.805765	113.580688	2	2	2
22.573973	114.118394	2	2	2
23.048773	113.320775	3	3	3
22.654465	114.042558	2	2	2
23.08834	113.811783	1	1	1
23.042076	113.088167	3	3	3
22.715649	114.266454	2	2	2
23.102272	113.314206	3	3	3
22.957762	113.885591	1	1	1
22.735681	114.276218	2	2	2
22.566656	114.048785	2	2	2
22.605696	114.052535	2	2	2
22.528087	114.053445	2	2	2
22.557073	114.093619	2	2	2
22.663709	114.02819	2	2	2
22.600908	114.124103	2	2	2
22.702596	113.841585	2	2	2
23.133346	113.288213	3	3	3
23.371734	113.249841	4	4	3
23.060244	113.228424	3	3	3
23.025509	113.136987	3	3	3
23.131169	113.297453	3	3	3
22.55917	113.964202	2	2	2
22.571019	114.063028	2	2	2
23.019708	113.088886	3	3	3
22.602495	114.120857	2	2	2
23.291608	113.311949	3	3	3
22.526055	113.932399	2	2	2
22.957819	113.885455	1	1	1
23.136869	113.252176	3	3	3
22.5606	113.914169	2	2	2
23.02382	113.12482	3	3	3
23.170052	112.896012	3	3	3
23.192579	113.347404	3	3	3
22.609184	114.036224	2	2	2
23.096916	113.284093	3	3	3
22.58338	114.132395	2	2	2
22.737832	113.824021	2	2	2
22.669148	113.923368	2	2	2
22.697751	114.227313	2	2	2
22.634345	114.079336	2	2	2
23.017262	113.334856	3	3	3
23.035953	113.163214	3	3	3
22.615165	114.168801	2	2	2
22.999192	114.343194	5	1	1
23.107527	113.14625	3	3	3
22.670303	114.139487	2	2	2
22.667193	114.020917	2	2	2
23.626787	113.43641	4	4	3
22.653315	114.029516	2	2	2
22.62607	114.073376	2	2	2
22.644142	113.867745	2	2	2
23.055061	113.744384	1	1	1
22.633177	114.230291	2	2	2
22.980661	114.002005	1	1	1
23.174499	113.263282	3	3	3
