22.56614225	113.9808368	75
22.68620526	113.9405252	75
22.57651183	113.957198	75
22.56484081	114.2445711	75
22.55888775	113.9507227	75
22.55899906	114.2413174	75
22.54900371	113.9722597	75
22.56277351	113.9565735	75
22.50001192	113.8956606	75
22.5437861	113.9239778	75
22.52486369	113.9308596	75
22.519087	113.9358436	75
22.54797243	113.977909	75
22.50616871	113.9314284	75
22.49962566	113.9365145	75
22.54032142	113.9236456	75
22.52455419	113.9247319	75
22.4981901	113.8984817	75
22.54603946	113.9749684	75
22.49772892	113.9373377	75
22.49416247	113.927139	75
22.51592012	113.9356769	75
22.51578568	113.9420557	75
22.54220963	114.0196493	75
22.54458961	113.9986601	75
22.49308313	113.9358391	75
22.52488949	113.9191429	75
22.54808582	113.9453119	75
22.56470734	113.9820093	75
22.58193448	114.1563953	75
22.54293611	114.1314072	75
22.52394954	113.9434416	75
22.55101305	113.9567446	75
22.5829933	114.1471227	75
22.54927013	114.1317447	75
22.52596134	113.9353993	75
22.7563793	114.0421356	75
22.64144071	114.4227421	75
22.71166007	114.0728836	75
22.60649323	114.1241536	75
22.66229971	114.0729969	75
22.63539828	114.2263772	75
22.73802844	114.264097	75
22.62558348	114.1549664	75
22.65265496	114.0272292	75
22.78892197	113.8966327	75
22.70103564	114.2442921	75
22.63154051	114.1214928	75
22.6417148	114.195533	75
22.68940336	114.3454188	75
22.63010042	114.0638327	75
22.66391673	114.0717177	75
22.750664	114.378843	75
22.72272561	114.0738016	75
22.64138032	114.2299818	75
22.77640754	114.3095878	75
22.58706534	113.9057614	75
22.69339571	114.1474874	75
22.6040497	114.0586138	75
22.6376364	114.0679162	75
22.65788521	114.0747723	75
22.61781817	114.1572608	75
22.64144071	114.4227421	75
22.78139876	114.3008065	75
22.72294122	114.2777156	75
22.67470711	114.2209333	75
22.66283814	114.0263974	75
22.65776972	114.0794934	75
22.65691327	114.2100928	75
22.73859039	113.8184493	75
22.71636331	114.322257	75
22.52331401	114.0466386	75
22.65301422	114.2124549	75
22.5331754	114.0831342	75
22.59955905	114.130363	75
22.65027837	113.9366241	75
22.73782038	114.2858901	75
22.73859039	113.8184493	75
22.74300109	113.9950401	75
22.63495417	114.0448196	75
22.75139338	114.0262399	75
22.61556463	114.1524159	75
22.68447006	114.000085	75
22.6651428	114.0200019	75
22.69331552	113.8170784	75
