2014060104	053008
2014060104	053016
2014060104	053017
2014060104	053014
2014060104	053002
2014060103	053004
2014060103	053007
2014060103	053010
2014060103	053017
2014060103	053013
2014060109	053079
2014060109	053009
2014060109	053016
2014060109	053013
2014060109	053006
2014060149	053005
2014060149	053008
2014060149	053016
2014060149	053011
2014060149	053017
2014060146	053008
2014060146	053002
2014060146	053007
2014060146	053010
2014060146	053018
2014060108	053010
2014060108	053017
2014060108	053005
2014060108	053072
2014060108	053002
2014060142	053011
2014060142	053005
2014060142	053014
2014060132	053011
2014060132	053002
2014060132	053013
2014060121	053005
2014060121	053017
2014060144	053003
2014060144	053004
2014060144	053007
2014060144	053010
2014060144	053011
2014060126	053006
2014060126	053013
2014060126	053012
2014060126	053007
2014060106	053072
2014060115	053083
2014060138	053017
2014060138	053018
2014060138	053011
2014060138	053016
2014060124	053002
2014060124	053005
2014060124	053013
2014060124	053011
2014060124	053052
2014060113	053010
2014060113	053017
2014060113	053009
2014060113	053007
2014060113	053079
2014060128	053014
2014060147	053030
2014060131	053013
2014060101	053017
2014060248	053003
2014060248	053072
2014060248	053005
2014060248	053002
2014060248	053008
2014060255	053008
2014060255	053083
2014060255	053011
2014060203	053005
2014060203	053002
2014060203	053008
2014060203	053016
2014060240	053003
2014060240	053009
2014060237	053005
2014060237	053016
2014060237	053018
2014060237	053017
2014060242	053005
2014060218	053005
2014060218	053015
2014060218	053007
2014060225	053013
2014060204	053083
2014060234	053001
2014060234	053007
2014060234	053016
2014060234	053079
2014060215	053083
2014060215	053018
2014060216	053002
2014060216	053003
2014060216	053004
2014060216	053016
2014060216	053001
2014060254	053002
2014060254	053003
2014060254	053005
2014060254	053015
2014060254	053008
2014060247	053002
2014060247	053003
2014060247	053005
2014060247	053007
2014060247	053008
2014060257	053002
2014060257	053003
2014060257	053005
2014060257	053007
2014060257	053008
2014060259	053018
2014060217	053003
2014060217	053005
2014060252	053002
2014060252	053003
2014060252	053004
2014060252	053005
2014060252	053001
2012060201	053010
2012060201	053011
2012060201	053012
2012060201	053061
2012060201	053003
2013060451	053072
2013060451	053013
2013060451	053009
2013060453	053011
2013060453	053015
2013060453	053016
2013060453	053018
2014060406	053072
2014060406	053083
2014060406	053052
2014060434	053005
2014060434	053009
2014060434	053018
2014060434	053072
2014060434	053052
2013060367	053005
2013060367	053008
2013060367	053015
2013060367	053017
2013060367	053011
2014060319	053013
2014060319	053014
2014060319	053083
2013060320	053003
2013060320	053004
2013060320	053008
2013060320	053072
2013060320	053006
2014060352	053017
2013060121	053003
2013060121	053009
2013060121	053072
2013060121	053010
2013060121	053017
2014060412	053017
2014060412	053052
2013060336	053002
2013060336	053016
2013060336	053008
2013060336	053061
2013060336	053015
2013060434	053012
2013060434	053009
2013060434	053008
2013060434	053015
2013060434	053018
2013060435	053003
2013060435	053007
2013060435	053009
2013060435	053010
2013060435	053017
2014070349	053052
2014070359	053052
2014060325	053017
2014060325	053052
2014070345	053072
2014060326	053013
2014060448	053018
2014060344	053011
2014060344	053017
2014060344	053010
2014060344	053052
2014060344	053018
2013060309	053072
2013060309	053008
2013060309	053018
2013060309	053061
2012060357	053017
2012060357	053010
2012060357	053013
2012060357	053012
2012060357	053009
2014060424	055033
2014060411	053016
2014060411	056013
2014060411	053018
2014060423	053012
2013060522	056018
2013060522	056027
2013060522	056036
2013060522	056052
2013060522	056067
2013060622	056062
2013060622	056013
2013060622	056027
2013060622	056052
2014060502	 056038
2014060507	053004
2014060507	053005
2014060507	053002
2014060507	053008
2014060507	053006
2014060508	056013
2014060508	056033
2014060511	053006
2014060511	053005
2014060512	053003
2014060512	056018
2014060512	056034
2014060512	056016
2014060513	056062
2014060514	056013
2014060518	056052
2014060520	056052
2014060521	056016
2014060521	056013
2014060524	053005
2014060524	056013
2014060525	053005
2014060526	053002
2014060526	056034
2014060526	053006
2014060526	056049
2014060526	053007
2014060528	053009
2014060531	056018
2014060531	053008
2014060533	053004
2014060533	053003
2014060533	053006
2014060533	053007
2014060533	056013
2014060534	053005
2014060539	056013
2014060542	056034
2014060542	056033
